,claimReview_author,claimReview_author_name,claimReview_author_url,claimReview_claimReviewed,claimReview_datePublished,claimReview_source,claimReview_url,creativeWork_author_name,creativeWork_author_sameAs,creativeWork_datePublished,extra_body,extra_entities_author,extra_entities_body,extra_entities_claimReview_claimReviewed,extra_entities_keywords,extra_refered_links,extra_tags,extra_title,rating_alternateName,rating_bestRating,rating_ratingValue,rating_worstRating
1069,,,,"""According to a report from Inquest—a British charity that investigates deaths in custody—over 1,500 people have died in, or following, police custody in the UK since 1990. A report by the Institute of Race Relations (IRR) shows that, of this number, more than 500 were Black and Minority Ethnic (BAME) individuals.” ",,,https://fullfact.org/law/bame-deaths-police-uk/,,,,,,,,,,,Deaths of BAME people in police custody,No verdict for Individual claims,,,
1070,,,,"More than one million people are not receiving the social care they need.
",,,https://fullfact.org/health/are-one-million-people-without-social-care/,,,,,,,,,,,Are one million people without social care?,"The research behind this isn’t published yet, so we can’t say how accurate it is. Age UK has previously produced similar estimates, based on asking people whether they need help with at least one daily task every time they need it.
",,,
1071,,,,“Part of the reason for the strain on our National Health Service is that more than one million people are not receiving the social care they need.” ,,,https://fullfact.org/health/are-one-million-people-without-social-care/,,,,,,,,,,,Are one million people without social care?,No verdict for Individual claims,,,
1072,,,,"A poll shows that UKIP’s Paul Nuttall is set to win in the Stoke Central by-election.
",,,https://fullfact.org/news/dont-trust-stoke-election-poll-until-we-know-more-about-it/,,,,,,,,,,,Don’t trust this Stoke by-election poll until we know more about it,"We don’t know if this was a reliable poll. The information we need to assess the poll hasn’t been published. 
",,,
1073,,,,"The BBC lost £150 million a year because the licence fee didn’t cover iPlayer until 1 September 2016.
",,,https://fullfact.org/news/150-million-bbc-licence-fee-loophole/,,,,,,,,,,,The £150 million BBC licence fee loophole?,"The BBC has said that it will make £150 million less in 2016/17 from licence fees than it had expected in 2011, which it attributes to fewer people owning TVs and more people watching programmes online. The BBC doesn’t publish these forecasts so nobody can assess the reliability of this claim.
",,,
1074,,,,"“The BBC was apparently losing £150m a year through the so-called ‘iPlayer loophole’, the closure of which the government has been pushing through.”",,,https://fullfact.org/news/150-million-bbc-licence-fee-loophole/,,,,,,,,,,,The £150 million BBC licence fee loophole?,No verdict for Individual claims,,,
1075,,,,“New laws come into force on September 1 which are designed to close the so-called “iPlayer loophole” costs the Beeb a rumoured £150million a year.”,,,https://fullfact.org/news/150-million-bbc-licence-fee-loophole/,,,,,,,,,,,The £150 million BBC licence fee loophole?,No verdict for Individual claims,,,
1076,,,,"Over the past 43 years, the EU has taken control over more and more areas which don’t have anything to do with trade—such as our borders, our public services, and whether prisoners have the right to vote.
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-taking-control/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: Taking control?","The scope of the EU has expanded, partly due to treaties that the UK has signed up to. It covers aspects of borders and public services but not total control. It covers prisoners voting only when it comes to European elections.
",,,
1077,,,,"Over the past 43 years, the EU has taken control over more and more areas which don’t have anything to do with trade—such as our borders, our public services, and whether prisoners have the right to vote.",,,https://fullfact.org/europe/vote-leave-facts-leaflet-taking-control/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: Taking control?",No verdict for Individual claims,,,
1078,,,,"Even the Government’s proposed new EU deal can be overturned after the referendum; it is not legally binding”
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-eu-law/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: EU law","European law makers are expected to pass the laws necessary to sign off on the deal later this year. Once that happens, each part of the deal will be legally binding in one way or another. Many parts of it could still be challenged at the EU court in future.
",,,
1079,,,,"EU law overrules UK law. This stops the British public from being able to vote out the politicians who make our laws. EU judges have already overruled British laws on issues like counter-terrorism powers, immigration, VAT, and prisoner voting.
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-eu-law/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: EU law","EU law does override UK law. The EU court has made rulings to that effect on some, but not all, of these issues. 
",,,
1080,,,,"EU law overrules UK law. This stops the British public from being able to vote out the politicians who make our laws. EU judges have already overruled British laws on issues like counter-terrorism powers, immigration, VAT, and prisoner voting. Even the Government’s proposed new EU deal can be overturned after the referendum; it is not legally binding",,,https://fullfact.org/europe/vote-leave-facts-leaflet-eu-law/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: EU law",No verdict for Individual claims,,,
1081,,,,"You don’t have to be a member of the EU to trade with it. Switzerland is not in the EU, and it exports more per person to the EU than we do.
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-exports/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: exports","That’s correct. Switzerland has some access to the EU’s single market. It pays financially for this and takes on certain EU laws.
",,,
1082,,,,"You don’t have to be a member of the EU to trade with it. Switzerland is not in the EU, and it exports more per person to the EU than we do.",,,https://fullfact.org/europe/vote-leave-facts-leaflet-exports/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: exports",No verdict for Individual claims,,,
1083,,,,"The big banks and multinationals might be lobbying to keep us in the EU, but small and medium-sized businesses feel differently
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-business-opinion/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: business opinion","There aren’t any representative surveys of business opinion generally that we’re aware of, but there is evidence that smaller businesses are more divided on the EU than larger businesses.
",,,
1084,,,,"The big banks and multinationals might be lobbying to keep us in the EU, but small and medium-sized businesses feel differently”",,,https://fullfact.org/europe/vote-leave-facts-leaflet-business-opinion/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: business opinion",No verdict for Individual claims,,,
1085,,,,"More than a quarter of a million people came to the UK from the EU in the 12 months to September 2015 - the equivalent of a city the size of Plymouth or Newcastle in just one year
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-migration/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: migration","Over a quarter of a million is correct according to official estimates, around the same as Plymouth’s population but not quite as much as Newcastle’s.
",,,
1086,,,,"More than half of net migration to the UK comes from the EU. 
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-migration/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: migration","Estimated net migration of citizens from the rest of the EU is actually slightly lower than net migration from the rest of the world—not more than half.
",,,
1087,,,,More than half of net migration to the UK comes from the EU. More than a quarter of a million people came to the UK from the EU in the 12 months to September 2015 - the equivalent of a city the size of Plymouth or Newcastle in just one year,,,https://fullfact.org/europe/vote-leave-facts-leaflet-migration/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: migration",No verdict for Individual claims,,,
1088,,,,"While in the EU the UK can’t make trade deals on its own. This means it has no trade deals with Australia, New Zealand or the USA - or growing economies like India, China or Brazil. Instead of making a deal which is best for the UK, we have to wait for 27 other countries to agree it.
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-trade/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: trade","EU member countries can’t make trade deals separately from the rest of the EU. The EU doesn’t have trade deals with the countries named but is currently negotiating with some of them.
",,,
1089,,,,"While we’re in the EU, the UK can’t make trade deals on our own. This means we currently have no trade deals with key allies such as Australia, New Zealand or the USA - or important growing economies like India, China or Brazil. Instead of making a deal which is best for the UK, we have to wait for 27 other countries to agree it",,,https://fullfact.org/europe/vote-leave-facts-leaflet-trade/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: trade",No verdict for Individual claims,,,
1090,,,,"Only 6 per cent of UK firms export to the EU, yet all have to abide by EU regulations on their business
",,,https://fullfact.org/europe/vote-leave-facts-leaflet-exporting-firms/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: exporting firms","There are no official figures of how many UK businesses export to the EU. This estimate is justifiable and we do know that around 5% of VAT-registered businesses exported to their EU peers in 2014/15.
",,,
1091,,,,"Only 6 per cent of UK firms export to the EU, yet all have to abide by EU regulations on their business",,,https://fullfact.org/europe/vote-leave-facts-leaflet-exporting-firms/,,,,,,,,,,,"Vote Leave ""facts"" leaflet: exporting firms",No verdict for Individual claims,,,
1092,,,,"Over 200,000 UK businesses trade with the EU, helping them create jobs here in the UK.
",,,https://fullfact.org/europe/stronger-facts-leaflet-business/,,,,,,,,,,,"Stronger In ""facts"" leaflet: business","HMRC figures from 2012 found almost 200,000 VAT-registered traders in the UK which traded goods with other EU member states. They said that the figure could be “significantly higher” if it included companies that traded in services.
",,,
1093,,,,"Over 3 million UK jobs are linked to our exports to the EU - that’s one in every ten UK jobs.
",,,https://fullfact.org/europe/stronger-facts-leaflet-jobs/,,,,,,,,,,,"Stronger In ""facts"" leaflet: jobs","Estimates show around 3 million jobs are linked to our trade with other EU countries, but don’t tell us anything about the number of jobs linked to British membership of the EU. Nobody is forecasting that these 3 million jobs would be lost if we left the EU.
",,,
1094,,,,"The UK gets £66 million of investment every day from EU countries - that’s more than we pay to be a member of the EU.
",,,https://fullfact.org/europe/stronger-facts-leaflet-investment/,,,,,,,,,,,"Stronger In ""facts"" leaflet: investment","£66m a day is the average for the past ten years. Our membership fee was £23m a day in 2015. Investment was £14m a day in 2014.
",,,
1095,,,,"Leaving the EU would cost the average UK household at least £850 a year, and potentially as much as £1,700, according to research released by the London School of Economics. 
",,,https://fullfact.org/europe/stronger-facts-leaflet-leaving/,,,,,,,,,,,"Stronger In ""facts"" leaflet: leaving","These figures don’t tell you how much you or your family would lose, but they point in the same direction as most other economic analysis seems to.
",,,
1096,,,,"Being in Europe means lower prices in UK shops, saving the average UK household over £350 a year. If we left Europe, your weekly shop could cost more.
",,,https://fullfact.org/europe/stronger-facts-leaflet-lower-prices/,,,,,,,,,,,"Stronger In ""facts"" leaflet: lower prices","This isn’t the impact of being in the EU as such, but one estimate of the impact of the free trade deals the EU has negotiated—a saving of 1.27% for the average household. It’s difficult to say overall what the impact of being in the EU has had on prices in the UK.
",,,
1097,,,,"Understaffing in hospitals at weekends is responsible for 11,000 deaths according to research.
",,,https://fullfact.org/factcheck/health/no_evidence_11000_weekend_deaths_staff_junior_doctors-48964,,,,,,,,,,,"No evidence 11,000 NHS weekend deaths are caused by understaffing","The research doesn't say this. It did find 11,000 excess deaths but says to assume these are avoidable ""would be rash and misleading"".
",,,
1098,,,,"""According to an independent study conducted by The BMJ, there are 11,000 excess deaths because we do not staff our hospitals properly at weekends.""",,,https://fullfact.org/factcheck/health/no_evidence_11000_weekend_deaths_staff_junior_doctors-48964,,,,,,,,,,,"No evidence 11,000 NHS weekend deaths are caused by understaffing",No verdict for Individual claims,,,
1099,,,,"£10 billion extra funding for the English NHS will pay for new seven-day services.
",,,https://fullfact.org/health/can-seven-day-nhs-be-paid/,,,,,,,,,,,"Can a ""seven-day NHS"" be paid for?","The government maintains this will happen, but experts doubt it’s possible without more money, as the original plans didn’t factor in the cost of seven-day services. It also needs the NHS to meet ambitious savings targets.
",,,
1100,,,,"“The money we have given the NHS to fund its own plan for the future - £10 billion more a year by 2020, and £4 billion just this year – covers our promise to ensure that standards of urgent and emergency care are the same across 7 days.”",,,https://fullfact.org/health/can-seven-day-nhs-be-paid/,,,,,,,,,,,"Can a ""seven-day NHS"" be paid for?",No verdict for Individual claims,,,
1101,,,,"Between 13,000 and 125,000 operations will be cancelled as a result of upcoming junior doctors’ strikes.
",,,https://fullfact.org/health/125000-operations-predicted-be-cancelled/,,,,,,,,,,,"Are 125,000 operations predicted to be cancelled?","The current estimate is 125,000 operations cancelled, this figure is based on the number of operations which were cancelled over two days during the last strike in April. However, these figures were calculated before the specific dates were announced and before the September strike was suspended
",,,
1102,,,,"“[T]he industrial action announced by the British Medical Association… will affect an estimated one million appointments and 125,000 operations.”",,,https://fullfact.org/health/125000-operations-predicted-be-cancelled/,,,,,,,,,,,"Are 125,000 operations predicted to be cancelled?",No verdict for Individual claims,,,
1103,,,,"“… 125,000 operations and around one million appointments…”",,,https://fullfact.org/health/125000-operations-predicted-be-cancelled/,,,,,,,,,,,"Are 125,000 operations predicted to be cancelled?",No verdict for Individual claims,,,
1104,,,,"“[Jeremy Hunt] added: 'Perhaps 100,000 operations will now have to be cancelled, around a million hospital appointments will have to be postponed, causing worry, distress and anxiety for families up and down the country.'”",,,https://fullfact.org/health/125000-operations-predicted-be-cancelled/,,,,,,,,,,,"Are 125,000 operations predicted to be cancelled?",No verdict for Individual claims,,,
1105,,,,"“Based on the level of cancellations we saw when the BMA took similar action in April we may see, I would say, at least 13 to 15,000 cancellations and rearrangements of planned work for patients.”  ",,,https://fullfact.org/health/125000-operations-predicted-be-cancelled/,,,,,,,,,,,"Are 125,000 operations predicted to be cancelled?",No verdict for Individual claims,,,
1106,,,,"Under Labour, UK steel production and employment in the industry halved.
",,,https://fullfact.org/economy/did-uk-steel-production-halve-under-labour/,,,,,,,,,,,Did UK steel production halve under Labour?,"Yes, if you compare 1997 to 2010, when the economy was in a slump. Production has been, broadly, in decline for decades.
",,,
1107,,,,"""Under Labour, steel production halved. Under Labour, employment in steel halved. Since I have been Prime Minister, steel production has gone up and steel employment has stayed the same. So before we get a self-righteous lecture from Labour, I would say to them, ""Look at your own record!""",,,https://fullfact.org/economy/did-uk-steel-production-halve-under-labour/,,,,,,,,,,,Did UK steel production halve under Labour?,No verdict for Individual claims,,,
1108,,,,"The government has protected the budget for schools.
",,,https://fullfact.org/education/who-can-agree-school-funding/,,,,,,,,,,,Experts agree school funding is falling per-pupil,"That was correct in the recent past, and in the near future in terms of the overall amount. But per-pupil funding once inflation is taken into account is set to fall over the next few years.
",,,
1109,,,,"The Institute for Fiscal Studies, National Audit Office, Education Policy Institute and Public Accounts Committee all agree that per-pupil spending in schools will be reduced in real terms over the next few years.
",,,https://fullfact.org/education/who-can-agree-school-funding/,,,,,,,,,,,Experts agree school funding is falling per-pupil,"Correct.
",,,
1110,,,,“We have protected schools budgets and we're putting record funding into schools.”,,,https://fullfact.org/education/who-can-agree-school-funding/,,,,,,,,,,,Experts agree school funding is falling per-pupil,No verdict for Individual claims,,,
1111,,,,"“[The Public Accounts Committee] say that funding per pupil is reducing in real terms and goes on to say schools' budgets will be cut by £3 billion, equivalent to 8% by 2020 […] If the Prime Minister is right then the parents are wrong, the teachers are wrong, the IFS is wrong, the National Audit Office is wrong, the Education Policy Institute is wrong, and now the Public Accounts Committee, which includes eight Conservative members in it, is also wrong.”",,,https://fullfact.org/education/who-can-agree-school-funding/,,,,,,,,,,,Experts agree school funding is falling per-pupil,No verdict for Individual claims,,,
1112,,,,"Unemployment under Labour rose.

",,,https://fullfact.org/economy/unemployment-under-Labour/,,,,,,,,,,,Unemployment under Labour,"Correct. The UK unemployment rate and total number of people unemployed was higher when Labour left government than when it entered it. That said, unemployment was relatively low for much of the party’s term.
",,,
1113,,,,“Under Labour unemployment rose.”,,,https://fullfact.org/economy/unemployment-under-Labour/,,,,,,,,,,,Unemployment under Labour,No verdict for Individual claims,,,
1114,,,,"Funding for rail companies today is four times what British Rail got in the 1970s and 80s.
",,,https://fullfact.org/economy/government-funding-rail-industry-bbcqt/,,,,,,,,,,,Government funding for the rail industry,"Government support to the rail industry is roughly three times what it was at the end of the 1980s, varying year to year. We haven’t seen earlier figures.
",,,
1115,,,,"“I just wanted to make the point about the railways, in terms of my understanding is that the railway companies, the private ones, receive four times as much funding as British Rail did in the 1970s and 80s.”",,,https://fullfact.org/economy/government-funding-rail-industry-bbcqt/,,,,,,,,,,,Government funding for the rail industry,No verdict for Individual claims,,,
1116,,,,"In the UK, women earn less than men.
",,,https://fullfact.org/economy/UK_gender_pay_gap/,,,,,,,,,,,Do women earn less than men in the UK?,"This is true overall. The gender pay gap is 9.1% per hour for full time employees in the UK, or £1.32 per hour. It isn’t true just for part-time work or every individual age group, and the size of the gap varies across different types of job.
",,,
1117,,,,"“If you’re a woman, you will earn less than a man.”",,,https://fullfact.org/economy/UK_gender_pay_gap/,,,,,,,,,,,Do women earn less than men in the UK?,No verdict for Individual claims,,,
1118,,,,"If we leave the EU, we could introduce a points-based immigration system like Australia’s.
",,,https://fullfact.org/immigration/what-would-australian-style-points-system-mean-uk-immigration/,,,,,,,,,,,What would an Australian-style immigration points system mean for the UK?,"This is correct. We're likely to need to leave the single market to do so.
",,,
1119,,,,"The proposal to introduce a points-based system could put up immigration, based on Australia's experience.
",,,https://fullfact.org/immigration/what-would-australian-style-points-system-mean-uk-immigration/,,,,,,,,,,,What would an Australian-style immigration points system mean for the UK?,"Australia's immigration levels don't tell us anything about what might happen in the UK. Whether or not immigration went up would depend, in part, on how the points-based system was designed by the UK. 
",,,
1120,,,,"The proposal to introduce a points-based system would wreck the economy.
",,,https://fullfact.org/immigration/what-would-australian-style-points-system-mean-uk-immigration/,,,,,,,,,,,What would an Australian-style immigration points system mean for the UK?,"Setting up a points-based system would likely involve leaving the single market, and most economists say that would have a negative impact on the economy.

",,,
1121,,,,"""[If the UK votes to leave the EU] by the next general election, we will create a genuine Australian-style points based immigration system.""",,,https://fullfact.org/immigration/what-would-australian-style-points-system-mean-uk-immigration/,,,,,,,,,,,What would an Australian-style immigration points system mean for the UK?,No verdict for Individual claims,,,
1122,,,,"""Australia, who have a points based immigration system, have twice as many migrants per head as the UK [...] This system will not work. Vote Leave’s proposal could put up immigration and it would wreck our economy, as it involves leaving Europe’s single market.""",,,https://fullfact.org/immigration/what-would-australian-style-points-system-mean-uk-immigration/,,,,,,,,,,,What would an Australian-style immigration points system mean for the UK?,No verdict for Individual claims,,,
1123,,,,"One in six secondary schools are at or over capacity.
",,,https://fullfact.org/education/whats-happening-secondary-school-places/,,,,,,,,,,,What's happening to secondary school places?,"15% of state-funded secondary schools in England were at or over capacity in 2014—one in seven.
",,,
1124,,,,"95% of applicants received an offer at one of their top three preferred schools last year.
",,,https://fullfact.org/education/whats-happening-secondary-school-places/,,,,,,,,,,,What's happening to secondary school places?,"Correct. 
",,,
1125,,,,“One in six secondary schools ‘at or over capacity’”,,,https://fullfact.org/education/whats-happening-secondary-school-places/,,,,,,,,,,,What's happening to secondary school places?,No verdict for Individual claims,,,
1126,,,,"“Despite rising pupil numbers, 95 per cent of parents received an offer at one of their top three preferred schools last year and any suggestion to the contrary is nonsense.”",,,https://fullfact.org/education/whats-happening-secondary-school-places/,,,,,,,,,,,What's happening to secondary school places?,No verdict for Individual claims,,,
1127,,,,"Most secondary schools use teachers not trained in their subject
",,,https://fullfact.org/education/do-most-secondary-schools-use-non-specialist-teachers/,,,,,,,,,,,Do most secondary schools use non-specialist teachers?,"Two-thirds of people responding to a survey by a school and college leaders’ union said recruitment problems have led them to have subjects taught by non-specialists. We don’t know how representative that figure is of the experience of schools nationally. Official figures show that about one in six lessons in the key academic subjects in English secondary schools were being taught by teachers without a relevant post A level qualification in 2014. Around 24% of maths teachers and 21% of English teachers didn’t have a relevant post A level qualification in that year.
",,,
1128,,,,“Most secondary schools ‘use teachers not trained in their subject’”,,,https://fullfact.org/education/do-most-secondary-schools-use-non-specialist-teachers/,,,,,,,,,,,Do most secondary schools use non-specialist teachers?,No verdict for Individual claims,,,
1129,,,,"The number of people entering teacher training has increased in the last year. 
",,,https://fullfact.org/education/are-we-recruiting-enough-trainee-teachers/,,,,,,,,,,,Are we recruiting enough trainee teachers?,"The number of people entering postgraduate teacher training increased in the last year, but is below target. The overall number of people entering at undergraduate and postgraduate level has fallen.  
",,,
1130,,,,“New figures show we have recruited more trainees than last year,,,https://fullfact.org/education/are-we-recruiting-enough-trainee-teachers/,,,,,,,,,,,Are we recruiting enough trainee teachers?,No verdict for Individual claims,,,
1131,,,,"“If you look at the figures this year compared with last year, we are seeing an increasing number… So in absolute terms we are increasing the number of people coming into teaching in those shortage subjects.",,,https://fullfact.org/education/are-we-recruiting-enough-trainee-teachers/,,,,,,,,,,,Are we recruiting enough trainee teachers?,No verdict for Individual claims,,,
1132,,,,"“New analysis shows that for every year under the Tories the number of trainee teachers recruited has fallen. The total number of trainees recruited for 2015/16 is now 7,000 fewer than for 2009/10.",,,https://fullfact.org/education/are-we-recruiting-enough-trainee-teachers/,,,,,,,,,,,Are we recruiting enough trainee teachers?,No verdict for Individual claims,,,
1133,,,,"The majority of free schools have been opened in areas where there is a need for school places and in areas of disadvantage.

",,,https://fullfact.org/education/are-there-enough-school-places-being-created/,,,,,,,,,,,Are there enough school places being created?,"83% of free schools opened since 2013 were in areas where there was a need for places. We’ve asked the Department for Education for more information about the claim that the majority of free schools were opened in areas of disadvantage.
",,,
1134,,,,"Per pupil spending is falling in real terms.
",,,https://fullfact.org/education/are-there-enough-school-places-being-created/,,,,,,,,,,,Are there enough school places being created?,"Correct. It’s expected to fall in real terms over this parliament according to the Institute for Fiscal Studies and National Audit Office.
",,,
1135,,,,"The National Audit Office has said that 420,000 new school places are needed.
",,,https://fullfact.org/education/are-there-enough-school-places-being-created/,,,,,,,,,,,Are there enough school places being created?,"Correct. 420,000 places will be needed in primary and secondary schools between 2016 and 2021, according to the National Audit Office.
",,,
1136,,,,"“The National Audit Office tell us that a very large number of new school places are needed—420,000… At the same time, per pupil spending is falling in real terms.”",,,https://fullfact.org/education/are-there-enough-school-places-being-created/,,,,,,,,,,,Are there enough school places being created?,No verdict for Individual claims,,,
1137,,,,"“The majority of free schools that have been opened, have been opened in areas where there’s a need for school places. And the majority have been opened, actually, in areas of disadvantage—where they are helping the very children we want to see getting the opportunity to get on in life.” ",,,https://fullfact.org/education/are-there-enough-school-places-being-created/,,,,,,,,,,,Are there enough school places being created?,No verdict for Individual claims,,,
1138,,,,"The government hasn’t delivered even a quarter of the childcare places they claimed they would.
",,,https://fullfact.org/education/30-hours-free-childcare-only-quarter-places-delivered/,,,,,,,,,,,30 hours free childcare: only a quarter of places delivered? ,"This would have been correct based on old government policy, but the number of planned places has been reduced since then. The latest figures show the government has delivered just over half of the places it expects to.
",,,
1139,,,,“They (the government) haven’t even provided a quarter of the places they claimed. They have left hundreds of thousands of working parents either ineligible or unable to access the free childcare they were promised.”,,,https://fullfact.org/education/30-hours-free-childcare-only-quarter-places-delivered/,,,,,,,,,,,30 hours free childcare: only a quarter of places delivered? ,No verdict for Individual claims,,,
1140,,,,"1.1 million food parcels are given out — 1.1 million people who would starve otherwise.

",,,https://fullfact.org/economy/over-million-food-parcels-given-trussell-trust-last-year/,,,,,,,,,,,Over a million food parcels given by Trussell Trust last year,"The Trussell Trust did give out 1.1 million parcels last year, but this isn’t the same as the number of people, as people can use food bank vouchers more than once. We don't know how many people nationwide received parcels, but this may be in the right ballpark.
",,,
1141,,,,"“People are going to food banks, and there were 1,100,000 food parcels given - 1,100,000 people who would starve otherwise and over 400,000 of those went to children.”",,,https://fullfact.org/economy/over-million-food-parcels-given-trussell-trust-last-year/,,,,,,,,,,,Over a million food parcels given by Trussell Trust last year,No verdict for Individual claims,,,
1142,,,,"A million families are dependent on food banks. 
",,,https://fullfact.org/economy/food-banks-zero-hours-contracts-and-falling-wages-are-we-worse/,,,,,,,,,,,"Food banks, zero hours contracts and falling wages: are we worse off?","The most commonly used figures for food bank use come from the Trussell Trust. They show a million uses (not individual users) of food banks in 2013/14. The Trust isn't the only organisation running food banks, so we don't have a figure for the total number of people using food banks. 
",,,
1143,,,,"Wages are lower in 2015 than they were before the crisis. 
",,,https://fullfact.org/economy/food-banks-zero-hours-contracts-and-falling-wages-are-we-worse/,,,,,,,,,,,"Food banks, zero hours contracts and falling wages: are we worse off?","Average weekly earnings (including bonuses) were lower in July 2015 than they were just before the 2008 recession, after accounting for inflation and seasonal movements in pay. 
",,,
1144,,,,"800,000 of the ""2 million jobs created"" are zero hour contracts. 
",,,https://fullfact.org/economy/food-banks-zero-hours-contracts-and-falling-wages-are-we-worse/,,,,,,,,,,,"Food banks, zero hours contracts and falling wages: are we worse off?","We have no way of knowing how much of the increase in employment (the ""2 million jobs"") over last Parliament came from zero hour contracts. 
",,,
1145,,,,"Low-paid workers are trapped in poverty.
",,,https://fullfact.org/economy/factcheck-measuring-low-pay-isnt-same-measuring-poverty/,,,,,,,,,,,Factcheck: Measuring low pay isn't the same as measuring poverty,"This muddles definitions. The report in question didn't discuss poverty. Although the issues are related, not all low-paid workers are in poverty. 
",,,
1146,,,,"""The extent to which low-paid workers in the UK stay trapped in poverty is highlighted by a report showing only one in four workers who were low-paid in 2001 
 and who have remained in employment for most of the subsequent decade 
 went on to escape poverty and move on to higher pay."" ",,,https://fullfact.org/economy/factcheck-measuring-low-pay-isnt-same-measuring-poverty/,,,,,,,,,,,Factcheck: Measuring low pay isn't the same as measuring poverty,No verdict for Individual claims,,,
1147,,,,"NHS staff will get a pay rise of between 6.5% and 29%.
",,,https://fullfact.org/health/nhs-pay-whats-deal/,,,,,,,,,,,NHS pay: what’s the deal?,"Pay will rise for some staff by between 4.5% and 29% over the next three years. This includes the increases in salaries staff will get by progressing through their pay band over time, and pay rises would still occur without a new deal. It doesn’t cover doctors, dentists, or very senior managers.
",,,
1148,,,,"“Delighted to confirm pay rise of between 6.5 and 29% for NHS staff who have worked so hard over a tough Winter, in a £4.2bn deal. Rarely has a pay rise been more deserved.”",,,https://fullfact.org/health/nhs-pay-whats-deal/,,,,,,,,,,,NHS pay: what’s the deal?,No verdict for Individual claims,,,
1149,,,,"55% of the NHS budget is spent on the over 85s.
",,,https://fullfact.org/health/how-much-nhs-budget-spent-people-over-85/,,,,,,,,,,,How much of the NHS budget is spent on people over 85?,"We can't find any data to support this. Analysis by the Institute for Fiscal Studies suggests that by 2021/22 around 10% of health spending across the UK will go on those aged 85 plus.
",,,
1150,,,,“55% of NHS budget is spent on over 85s.”,,,https://fullfact.org/health/how-much-nhs-budget-spent-people-over-85/,,,,,,,,,,,How much of the NHS budget is spent on people over 85?,No verdict for Individual claims,,,
1151,,,,"£1 in every £10 that goes to the NHS is to pay off debts from Private Finance Initiatives (PFIs).
",,,https://fullfact.org/health/what-nhs-paying-private-finance-initiatives/,,,,,,,,,,,What is the NHS paying for Private Finance Initiatives?,"This isn’t correct according to the latest cost estimates. These suggest ongoing annual costs are about 2% of the NHS budget, or £1 in every £55.
",,,
1152,,,,“Another part of the problem that we've got is that Labour decided to sign us up to these crazy PFI deals so for every pound out of every ten that goes into the NHS is going to pay off the debt that you guys saddled us with.”,,,https://fullfact.org/health/what-nhs-paying-private-finance-initiatives/,,,,,,,,,,,What is the NHS paying for Private Finance Initiatives?,No verdict for Individual claims,,,
1153,,,,"Full-fibre has low maintenance costs once rolled out, which can be estimated at around £230 million a year.
",,,https://fullfact.org/election-2019/labour-broadband-maintenance/,,,,,,,,,,,Labour corrects broadband cost figure,"This is based on a miscalculation. Data from the infrastructure agency suggests costs would be two to four times this amount.
",,,
1154,,,,"“Full-fibre has low maintenance costs once rolled out, which can be estimated at around £230 million a year.”",,,https://fullfact.org/election-2019/labour-broadband-maintenance/,,,,,,,,,,,Labour corrects broadband cost figure,No verdict for Individual claims,,,
1155,,,,"The UK will pay a net £20 billion into the EU budget while it negotiates the terms of exit under Article 50.
",,,https://fullfact.org/europe/article-50-and-eu-budget-payments/,,,,,,,,,,,Article 50 and EU budget payments,"We can’t replicate the exact figure, but it’s plausible. The UK is set to pay over £9 billion per annum net into the EU budget in the next few years.
",,,
1156,,,,"“My concern is that we trigger Article 50 in March—that’s what the House of Commons agreed to do [on Wednesday]—and if we spend two years negotiating this that’ll be another net £20 billion we’ve paid away.” 
https://hansard.parliament.uk/Commons/2016-12-07/division/37059D05-6203-44C7-A799-CA62AF77CA85/TheGovernmentSPlanForBrexit?outputType=Names",,,https://fullfact.org/europe/article-50-and-eu-budget-payments/,,,,,,,,,,,Article 50 and EU budget payments,No verdict for Individual claims,,,
1157,,,,"Half of everything we sell to the rest of the world goes to the EU.
",,,https://fullfact.org/economy/do-half-uks-exports-go-europe/,,,,,,,,,,,Do half the UK's exports go to Europe?,"The proportion of all goods and services exported going to the EU was 44% last year.
",,,
